0.5658,1.2585,3.1412,3.1411,0.7677,0.0930,0.5598
0.8648,0.7410,2.5896,1.2978,0.0000,0.0000,0.9840
1.0935,0.0355,0.6983,2.2447,0.4199,0.0567,0.4472
