1.007719829171209058e+00,1.019711360497428165e+00,9.712311624843622537e-01,1.018960966459880435e+00,9.644961790116368672e-01,1.017923813665867705e+00
9.811090210558184310e-01,1.035003765639580964e+00,9.948372998580539139e-01,9.636120520963226133e-01,1.022926104765389477e+00,1.002459671588137535e+00
9.699255380868525567e-01,9.710414124427114713e-01,1.009383614201839752e+00,1.009019314425953606e+00,1.003068431657650139e+00,1.037572156215500030e+00
1.003284617546505553e+00,1.012477127131978127e+00,1.028888613128052798e+00,1.008273835878252145e+00,9.766519244743999684e-01,9.704209697858293682e-01
1.014683387422933736e+00,9.828416908759515236e-01,1.024977774500147154e+00,9.919961779248973599e-01,9.963710917212157403e-01,9.891274078131399028e-01
1.023239909193454311e+00,9.789649794601040789e-01,9.707183874813758440e-01,1.008143903088682736e+00,1.036477213656951335e+00,9.824592955919361215e-01
